report_year,agency_code,agency_jurisdiction,population,violent_crimes,months_reported,crimes_percapita
1994,FL04804,"Orlando, FL",180288,4109,12,2279.13
1994,PAPEP00,"Philadelphia, PA",1560576,20638,12,1322.46
1994,AZ00723,"Phoenix, AZ",1076108,11627,12,1080.47
1994,PAPPD00,"Pittsburgh, PA",368594,4105,12,1113.69
1994,OR02602,"Portland, OR",463072,8808,12,1902.08
1994,MD01721,"Prince George's County, MD",637404,7378,12,1157.51
1994,NC09201,"Raleigh, NC",228090,2170,12,951.38
1994,CA03404,"Sacramento, CA",389458,4698,12,1206.29
1994,UT01803,"Salt Lake City, UT",174827,1320,12,755.03
1994,TXSPD00,"San Antonio, TX",999900,6471,12,647.16
1994,CA03711,"San Diego, CA",1168785,12599,12,1077.96
1994,CA03801,"San Francisco, CA",741568,10837,12,1461.36
1994,CA04313,"San Jose, CA",815235,5915,12,725.56
1994,WASPD00,"Seattle, WA",540268,6538,12,1210.14
1994,MOSPD00,"St. Louis, MO",390437,14644,12,3750.67
1994,NY05101,"Suffolk County, NY",1209231,2523,5,208.64
1994,FL02902,"Tampa, FL",294663,10262,12,3482.62
1994,AZ01003,"Tucson, AZ",441402,4882,12,1106.02
1994,OK07205,"Tulsa, OK",381640,4639,12,1215.54
1994,VA12800,"Virginia Beach, VA",427471,1158,12,270.9
1994,DCMPD00,"Washington, DC",570000,15177,12,2662.63
1994,KS08703,"Wichita, KS",316629,2350,12,742.19
1994,,United States,,1857670,,713.6
1995,NM00101,"Albuquerque, NM",419714,4735,12,1128.15
1995,TX22001,"Arlington, TX",292324,2576,12,881.21
1995,GAAPD00,"Atlanta, GA",404337,14744,12,3646.46
1995,CO00101,"Aurora, CO",256957,1958,12,762
1995,TX22701,"Austin, TX",523691,4050,12,773.36
1995,MD00301,"Baltimore County, MD",716904,7663,12,1068.9
1995,MDBPD00,"Baltimore, MD",712209,21492,12,3017.65
1995,MA01301,"Boston, MA",550715,9569,12,1737.56
1995,NY01401,"Buffalo, NY",312395,6333,12,2027.24
1995,NC06001,"Charlotte, NC",544146,9228,12,1695.87
1995,ILCPD00,"Chicago, IL",2749811,73011,12,2655.13
1995,OHCIP00,"Cincinnati, OH",359749,4640,12,1289.79
1995,OHCLP00,"Cleveland, OH",495074,8150,12,1646.22
1995,OHCOP00,"Columbus, OH",638729,6624,12,1037.06
1995,TXDPD00,"Dallas, TX",1042088,15969,12,1532.4
1995,CODPD00,"Denver, CO",505843,4357,12,861.33
1995,MI82349,"Detroit, MI",997297,24011,12,2407.61
1995,TX07102,"El Paso, TX",590215,4948,12,838.34
1995,VA02901,"Fairfax County, VA",856544,897,12,104.72
1995,TX22012,"Fort Worth, TX",460321,5344,12,1160.93
1995,CA01005,"Fresno, CA",388495,5659,12,1456.65
1995,HI00200,"Honolulu, HI",880266,2882,12,327.4
1995,TXHPD00,"Houston, TX",1734335,22260,12,1283.49
1995,INIPD00,"Indianapolis, IN",373973,5707,10,1526.05
1995,FL01602,"Jacksonville, FL",679148,9596,12,1412.95
1995,MOKPD00,"Kansas City, MO",445549,9734,12,2184.72
1995,NV00201,"Las Vegas, NV",793432,9523,12,1200.23
1995,CA01941,"Long Beach, CA",436034,5649,12,1295.54
1995,CA01900,"Los Angeles County, CA",970545,14140,12,1456.91
1995,CA01942,"Los Angeles, CA",3466211,70518,12,2034.44
1995,KY05680,"Louisville, KY",,,,
1995,TNMPD00,"Memphis, TN",623902,11039,12,1769.35
1995,AZ00717,"Mesa, AZ",324654,2638,12,812.56
1995,FL01300,"Miami-Dade County, FL",1098208,18560,12,1690.03
1995,FL01306,"Miami, FL",378720,12927,12,3413.34
1995,WIMPD00,"Milwaukee, WI",622467,6737,12,1082.31
1995,MN02711,"Minneapolis, MN",357709,7076,12,1978.14
1995,MD01604,"Montgomery County, MD",794575,2359,12,296.89
1995,TN01901,"Nashville, TN",523681,9376,12,1790.4
1995,NY02900,"Nassau County, NY",1025407,1867,12,182.07
1995,LANPD00,"New Orleans, LA",487179,10876,12,2232.44
1995,NY03030,"New York City, NY",7319546,114023,12,1557.79
1995,NJNPD00,"Newark, NJ",260232,10371,12,3985.29
1995,CA00109,"Oakland, CA",368771,8323,0,2256.96
1995,OK05506,"Oklahoma City, OK",466232,6027,12,1292.7
1995,NB02802,"Omaha, NE",348089,3585,12,1029.91
1995,FL04804,"Orlando, FL",179649,3772,12,2099.65
1995,PAPEP00,"Philadelphia, PA",1529848,21860,12,1428.9
1995,AZ00723,"Phoenix, AZ",1085706,11590,12,1067.51
1995,PAPPD00,"Pittsburgh, PA",354780,3474,12,979.2
1995,OR02602,"Portland, OR",458623,8833,12,1925.98
1995,MD01721,"Prince George's County, MD",640535,7926,12,1237.4
1995,NC09201,"Raleigh, NC",240891,2039,12,846.44
1995,CA03404,"Sacramento, CA",375845,4280,12,1138.77
1995,UT01803,"Salt Lake City, UT",175765,1375,12,782.29
1995,TXSPD00,"San Antonio, TX",999900,5178,12,517.85
1995,CA03711,"San Diego, CA",1157771,11077,12,956.75
1995,CA03801,"San Francisco, CA",738371,10903,12,1476.63
1995,CA04313,"San Jose, CA",822845,6649,12,808.05
1995,WASPD00,"Seattle, WA",529526,4904,12,926.11
1995,MOSPD00,"St. Louis, MO",371425,12452,12,3352.49
1995,NY05101,"Suffolk County, NY",1212776,2269,5,187.09
1995,FL02902,"Tampa, FL",289882,8735,12,3013.3
1995,AZ01003,"Tucson, AZ",449981,5427,12,1206.05
1995,OK07205,"Tulsa, OK",377152,4359,12,1155.77
1995,VA12800,"Virginia Beach, VA",435959,968,12,222.04
1995,DCMPD00,"Washington, DC",554000,14745,12,2661.55
1995,KS08703,"Wichita, KS",311675,2185,12,701.05
1995,,United States,,1798792,,684.5
1996,NM00101,"Albuquerque, NM",426736,6267,12,1468.59
1996,TX22001,"Arlington, TX",298632,2478,12,829.78
1996,GAAPD00,"Atlanta, GA",413123,13699,12,3315.96
1996,CO00101,"Aurora, CO",262168,1629,12,621.36
1996,TX22701,"Austin, TX",537484,3821,12,710.9
1996,MD00301,"Baltimore County, MD",721218,7408,12,1027.15
1996,MDBPD00,"Baltimore, MD",716446,19509,12,2723.02
1996,MA01301,"Boston, MA",552519,9154,12,1656.78
1996,NY01401,"Buffalo, NY",313238,4524,12,1444.27
1996,NC06001,"Charlotte, NC",554070,8915,12,1609
1996,ILCPD00,"Chicago, IL",2754118,67498,12,2450.8
1996,OHCIP00,"Cincinnati, OH",360457,3921,12,1087.79
1996,OHCLP00,"Cleveland, OH",496049,7631,12,1538.36
1996,OHCOP00,"Columbus, OH",640297,6216,12,970.8
1996,TXDPD00,"Dallas, TX",1060585,16280,12,1535
1996,CODPD00,"Denver, CO",516224,3832,12,742.31
1996,MI82349,"Detroit, MI",1002299,23239,12,2318.57
1996,TX07102,"El Paso, TX",602951,5138,12,852.14
1996,VA02901,"Fairfax County, VA",863918,943,12,109.15
1996,TX22012,"Fort Worth, TX",470254,4984,12,1059.85
1996,CA01005,"Fresno, CA",392049,5461,12,1392.94
1996,HI00200,"Honolulu, HI",878044,2748,12,312.97
1996,TXHPD00,"Houston, TX",1772143,22456,12,1267.17
1996,INIPD00,"Indianapolis, IN",376531,7418,12,1970.09
1996,FL01602,"Jacksonville, FL",690367,9765,12,1414.47
1996,MOKPD00,"Kansas City, MO",448474,8885,12,1981.16
1996,NV00201,"Las Vegas, NV",831303,8409,12,1011.54
1996,CA01941,"Long Beach, CA",440023,5069,12,1151.99
1996,CA01900,"Los Angeles County, CA",979425,12772,12,1304.03
1996,CA01942,"Los Angeles, CA",3498139,62840,12,1796.38
1996,KY05680,"Louisville, KY",,,,
1996,TNMPD00,"Memphis, TN",631626,12535,12,1984.56
1996,AZ00717,"Mesa, AZ",340818,2459,12,721.5
1996,FL01300,"Miami-Dade County, FL",1116511,19025,0,1703.97
1996,FL01306,"Miami, FL",384976,11990,12,3114.48
1996,WIMPD00,"Milwaukee, WI",627139,5974,12,952.58
1996,MN02711,"Minneapolis, MN",361595,6808,12,1882.77
1996,MD01604,"Montgomery County, MD",799302,2165,12,270.86
1996,TN01901,"Nashville, TN",530059,10021,12,1890.54
1996,NY02900,"Nassau County, NY",1028175,1835,12,178.47
1996,LANPD00,"New Orleans, LA",488300,11021,12,2257.01
1996,NY03030,"New York City, NY",7339594,98660,12,1344.22
1996,NJNPD00,"Newark, NJ",261909,8761,12,3345.05
1996,CA00109,"Oakland, CA",372145,8168,12,2194.84
1996,OK05506,"Oklahoma City, OK",469632,5308,12,1130.25
1996,NB02802,"Omaha, NE",350607,4742,12,1352.51
1996,FL04804,"Orlando, FL",182616,4002,12,2191.48
1996,PAPEP00,"Philadelphia, PA",1528403,20190,12,1320.99
1996,AZ00723,"Phoenix, AZ",1139793,10529,12,923.76
1996,PAPPD00,"Pittsburgh, PA",354308,2850,12,804.38
1996,OR02602,"Portland, OR",467906,7835,12,1674.48
1996,MD01721,"Prince George's County, MD",644346,7307,12,1134.02
1996,NC09201,"Raleigh, NC",245176,2109,12,860.2
1996,CA03404,"Sacramento, CA",379283,3707,12,977.37
1996,UT01803,"Salt Lake City, UT",180180,1501,12,833.06
1996,TXSPD00,"San Antonio, TX",1021477,4741,12,464.13
1996,CA03711,"San Diego, CA",1168364,10148,12,868.56
1996,CA03801,"San Francisco, CA",745127,9886,12,1326.75
1996,CA04313,"San Jose, CA",830374,6075,12,731.6
1996,WASPD00,"Seattle, WA",539591,4543,12,841.93
1996,MOSPD00,"St. Louis, MO",374041,10203,12,2727.78
1996,NY05101,"Suffolk County, NY",1218234,2068,12,169.75
1996,FL02902,"Tampa, FL",294670,8689,12,2948.72
1996,AZ01003,"Tucson, AZ",472385,5199,12,1100.59
1996,OK07205,"Tulsa, OK",379798,4428,12,1165.88
1996,VA12800,"Virginia Beach, VA",439851,1075,12,244.4
1996,DCMPD00,"Washington, DC",543000,13411,12,2469.8
1996,KS08703,"Wichita, KS",312706,2372,12,758.54
1996,,United States,,1688540,,636.6
1997,NM00101,"Albuquerque, NM",431027,5677,12,1317.09
1997,TX22001,"Arlington, TX",303487,2420,12,797.4
1997,GAAPD00,"Atlanta, GA",420865,12830,12,3048.48
1997,CO00101,"Aurora, CO",266967,1658,12,621.05
1997,TX22701,"Austin, TX",546223,3527,12,645.71
1997,MD00301,"Baltimore County, MD",724348,7298,12,1007.53
1997,MDBPD00,"Baltimore, MD",719587,17416,12,2420.28
1997,MA01301,"Boston, MA",555024,7886,12,1420.84
1997,NY01401,"Buffalo, NY",312411,4013,12,1284.53
1997,NC06001,"Charlotte, NC",562005,9165,12,1630.77
1997,ILCPD00,"Chicago, IL",2765852,65110,12,2354.07
1997,OHCIP00,"Cincinnati, OH",360875,,0,
1997,OHCLP00,"Cleveland, OH",496624,7244,12,1458.65
1997,OHCOP00,"Columbus, OH",641338,5987,12,933.52
1997,TXDPD00,"Dallas, TX",1077829,14915,12,1383.8
1997,CODPD00,"Denver, CO",525793,3535,12,672.32
1997,MI82349,"Detroit, MI",1021412,21976,12,2151.53
1997,TX07102,"El Paso, TX",612754,4849,12,791.35
1997,VA02901,"Fairfax County, VA",871555,909,12,104.3
1997,TX22012,"Fort Worth, TX",477900,4313,12,902.49
1997,CA01005,"Fresno, CA",396843,4782,12,1205.01
1997,HI00200,"Honolulu, HI",880272,2636,12,299.45
1997,TXHPD00,"Houston, TX",1801370,21157,12,1174.49
1997,INIPD00,"Indianapolis, IN",378014,7852,12,2077.17
1997,FL01602,"Jacksonville, FL",702545,9437,12,1343.26
1997,MOKPD00,"Kansas City, MO",452070,8569,12,1895.5
1997,NV00201,"Las Vegas, NV",869696,9052,10,1040.82
1997,CA01941,"Long Beach, CA",445404,4207,12,944.54
1997,CA01900,"Los Angeles County, CA",991403,11427,12,1152.61
1997,CA01942,"Los Angeles, CA",3541309,56538,12,1596.53
1997,KY05680,"Louisville, KY",,,,
1997,TNMPD00,"Memphis, TN",637492,11836,12,1856.65
1997,AZ00717,"Mesa, AZ",350592,2554,12,728.48
1997,FL01300,"Miami-Dade County, FL",1136368,16995,12,1495.55
1997,FL01306,"Miami, FL",391766,11018,12,2812.39
1997,WIMPD00,"Milwaukee, WI",628507,6618,12,1052.97
1997,MN02711,"Minneapolis, MN",363932,6733,12,1850.07
1997,MD01604,"Montgomery County, MD",802770,2133,12,265.7
1997,TN01901,"Nashville, TN",531908,9291,12,1746.73
1997,NY02900,"Nassau County, NY",1025460,1614,12,157.39
1997,LANPD00,"New Orleans, LA",488509,8404,12,1720.34
1997,NY03030,"New York City, NY",7320477,92853,12,1268.4
1997,NJNPD00,"Newark, NJ",264270,7227,12,2734.7
1997,CA00109,"Oakland, CA",376696,8229,12,2184.52
1997,OK05506,"Oklahoma City, OK",472046,5065,12,1072.99
1997,NB02802,"Omaha, NE",351745,4873,12,1385.38
1997,FL04804,"Orlando, FL",185837,4240,12,2281.57
1997,PAPEP00,"Philadelphia, PA",1524409,19204,12,1259.77
1997,AZ00723,"Phoenix, AZ",1172538,10376,12,884.92
1997,PAPPD00,"Pittsburgh, PA",353248,2778,12,786.42
1997,OR02602,"Portland, OR",473696,7600,12,1604.4
1997,MD01721,"Prince George's County, MD",647142,6331,12,978.3
1997,NC09201,"Raleigh, NC",248591,2256,12,907.51
1997,CA03404,"Sacramento, CA",383921,3717,12,968.17
1997,UT01803,"Salt Lake City, UT",185553,1467,12,790.61
1997,TXSPD00,"San Antonio, TX",1038086,4170,12,401.7
1997,CA03711,"San Diego, CA",1182653,9789,12,827.72
1997,CA03801,"San Francisco, CA",754239,8549,12,1133.46
1997,CA04313,"San Jose, CA",840529,6191,12,736.56
1997,WASPD00,"Seattle, WA",547209,5002,12,914.09
1997,MOSPD00,"St. Louis, MO",377221,9591,12,2542.54
1997,NY05101,"Suffolk County, NY",1215017,2080,10,171.19
1997,FL02902,"Tampa, FL",299867,7988,12,2663.85
1997,AZ01003,"Tucson, AZ",485933,5116,12,1052.82
1997,OK07205,"Tulsa, OK",381639,4596,12,1204.28
1997,VA12800,"Virginia Beach, VA",443844,1064,12,239.72
1997,DCMPD00,"Washington, DC",529000,10706,12,2023.82
1997,KS08703,"Wichita, KS",315690,2631,12,833.41
1997,,United States,,1636096,,611
1998,NM00101,"Albuquerque, NM",422417,5563,12,1316.95
1998,TX22001,"Arlington, TX",305948,1859,12,607.62
1998,GAAPD00,"Atlanta, GA",414262,12624,12,3047.35
1998,CO00101,"Aurora, CO",262465,1496,12,569.98
1998,TX22701,"Austin, TX",559758,3026,12,540.59
1998,MD00301,"Baltimore County, MD",726462,6104,12,840.24
1998,MDBPD00,"Baltimore, MD",662253,16025,12,2419.77
1998,MA01301,"Boston, MA",559631,7427,12,1327.12
1998,NY01401,"Buffalo, NY",308648,3485,12,1129.12
1998,NC06001,"Charlotte, NC",593078,8627,12,1454.61
1998,ILCPD00,"Chicago, IL",2750917,62317,12,2265.32
1998,OHCIP00,"Cincinnati, OH",344828,,0,
1998,OHCLP00,"Cleveland, OH",495516,6481,12,1307.93
1998,OHCOP00,"Columbus, OH",661227,5401,12,816.81
1998,TXDPD00,"Dallas, TX",1087178,15932,12,1465.45
1998,CODPD00,"Denver, CO",509343,2916,12,572.5
1998,MI82349,"Detroit, MI",999976,24427,12,2442.76
1998,TX07102,"El Paso, TX",624510,4374,12,700.39
1998,VA02901,"Fairfax County, VA",887432,886,12,99.84
1998,TX22012,"Fort Worth, TX",497830,4329,12,869.57
1998,CA01005,"Fresno, CA",404297,4254,12,1052.2
1998,HI00200,"Honolulu, HI",874736,2342,12,267.74
1998,TXHPD00,"Houston, TX",1797157,20183,12,1123.05
1998,INIPD00,"Indianapolis, IN",759689,8624,12,1135.2
1998,FL01602,"Jacksonville, FL",703251,8113,12,1153.64
1998,MOKPD00,"Kansas City, MO",447730,8362,12,1867.64
1998,NV00201,"Las Vegas, NV",908596,7051,12,776.03
1998,CA01941,"Long Beach, CA",430018,3697,12,859.73
1998,CA01900,"Los Angeles County, CA",948423,10270,12,1082.85
1998,CA01942,"Los Angeles, CA",3621680,49201,12,1358.51
1998,KY05680,"Louisville, KY",,,,
1998,TNMPD00,"Memphis, TN",604242,9057,12,1498.9
1998,AZ00717,"Mesa, AZ",364588,2413,12,661.84
1998,FL01300,"Miami-Dade County, FL",1070656,14675,12,1370.66
1998,FL01306,"Miami, FL",372949,9505,12,2548.61
1998,WIMPD00,"Milwaukee, WI",588339,5895,12,1001.97
1998,MN02711,"Minneapolis, MN",362124,5524,12,1525.44
1998,MD01604,"Montgomery County, MD",812755,1838,12,226.14
1998,TN01901,"Nashville, TN",524124,8550,12,1631.29
1998,NY02900,"Nassau County, NY",1031258,1556,9,150.88
1998,LANPD00,"New Orleans, LA",471157,6888,12,1461.93
1998,NY03030,"New York City, NY",7357745,85891,12,1167.35
1998,NJNPD00,"Newark, NJ",269205,5637,12,2093.94
1998,CA00109,"Oakland, CA",376375,7008,12,1861.97
1998,OK05506,"Oklahoma City, OK",463637,4616,12,995.61
1998,NB02802,"Omaha, NE",368258,4841,12,1314.57
1998,FL04804,"Orlando, FL",181527,4088,12,2252.01
1998,PAPEP00,"Philadelphia, PA",1449419,21226,12,1464.45
1998,AZ00723,"Phoenix, AZ",1225692,10201,12,832.26
1998,PAPPD00,"Pittsburgh, PA",354228,3156,12,890.95
1998,OR02602,"Portland, OR",488813,6707,12,1372.1
1998,MD01721,"Prince George's County, MD",655302,6963,12,1062.56
1998,NC09201,"Raleigh, NC",256084,2116,12,826.29
1998,CA03404,"Sacramento, CA",384703,3376,12,877.56
1998,UT01803,"Salt Lake City, UT",178579,1465,12,820.37
1998,TXSPD00,"San Antonio, TX",1100791,4969,12,451.4
1998,CA03711,"San Diego, CA",1205728,8744,12,725.21
1998,CA03801,"San Francisco, CA",741362,7337,12,989.66
1998,CA04313,"San Jose, CA",860211,5155,12,599.27
1998,WASPD00,"Seattle, WA",538105,4475,12,831.62
1998,MOSPD00,"St. Louis, MO",344153,8848,12,2570.95
1998,NY05101,"Suffolk County, NY",1218627,2249,4,184.55
1998,FL02902,"Tampa, FL",295027,7543,12,2556.72
1998,AZ01003,"Tucson, AZ",467677,4834,12,1033.62
1998,OK07205,"Tulsa, OK",386251,4370,12,1131.39
1998,VA12800,"Virginia Beach, VA",436205,990,12,226.96
1998,DCMPD00,"Washington, DC",523000,8988,12,1718.55
1998,KS08703,"Wichita, KS",329179,2190,12,665.29
1998,,United States,,1533887,,567.6
1999,NM00101,"Albuquerque, NM",420169,5255,12,1250.69
1999,TX22001,"Arlington, TX",310910,1951,12,627.51
1999,GAAPD00,"Atlanta, GA",411291,11226,12,2729.45
1999,CO00101,"Aurora, CO",255938,1454,12,568.11
1999,TX22701,"Austin, TX",560389,2790,12,497.87
1999,MD00301,"Baltimore County, MD",727051,6067,12,834.47
1999,MDBPD00,"Baltimore, MD",650588,18677,0,2870.79
1999,MA01301,"Boston, MA",557812,7263,12,1302.05
1999,NY01401,"Buffalo, NY",301069,3243,12,1077.16
1999,NC06001,"Charlotte, NC",604931,8138,12,1345.28
1999,ILCPD00,"Chicago, IL",2821032,51347,12,1820.15
1999,OHCIP00,"Cincinnati, OH",337815,2491,12,737.39
1999,OHCLP00,"Cleveland, OH",497903,6051,12,1215.3
1999,OHCOP00,"Columbus, OH",673401,5755,12,854.62
1999,TXDPD00,"Dallas, TX",1091386,15435,12,1414.26
1999,CODPD00,"Denver, CO",509624,2909,12,570.81
1999,MI82349,"Detroit, MI",975020,21976,12,2253.9
1999,TX07102,"El Paso, TX",623888,4280,12,686.02
1999,VA02901,"Fairfax County, VA",903902,575,8,63.61
1999,TX22012,"Fort Worth, TX",498883,4246,12,851.1
1999,CA01005,"Fresno, CA",403966,4008,12,992.16
1999,HI00200,"Honolulu, HI",866566,2198,12,253.64
1999,TXHPD00,"Houston, TX",1812277,21517,12,1187.29
1999,INIPD00,"Indianapolis, IN",759066,7714,12,1016.25
1999,FL01602,"Jacksonville, FL",702462,7265,12,1034.22
1999,MOKPD00,"Kansas City, MO",443992,7766,12,1749.13
1999,NV00201,"Las Vegas, NV",922450,6133,12,664.86
1999,CA01941,"Long Beach, CA",437218,3257,12,744.94
1999,CA01900,"Los Angeles County, CA",1002101,9015,12,899.61
1999,CA01942,"Los Angeles, CA",3650138,46840,12,1283.24
1999,KY05680,"Louisville, KY",,,,
1999,TNMPD00,"Memphis, TN",609851,8602,12,1410.51
1999,AZ00717,"Mesa, AZ",368537,2132,12,578.5
1999,FL01300,"Miami-Dade County, FL",1151382,12628,12,1096.77
1999,FL01306,"Miami, FL",373450,7861,12,2104.97
1999,WIMPD00,"Milwaukee, WI",580899,6061,12,1043.38
1999,MN02711,"Minneapolis, MN",355949,4943,12,1388.68
1999,MD01604,"Montgomery County, MD",828541,1558,12,188.04
1999,TN01901,"Nashville, TN",522935,8405,12,1607.27
1999,NY02900,"Nassau County, NY",1029565,1530,0,148.61
1999,LANPD00,"New Orleans, LA",465828,5931,12,1273.22
1999,NY03030,"New York City, NY",7429263,78945,12,1062.62
1999,NJNPD00,"Newark, NJ",268348,4867,12,1813.69
1999,CA00109,"Oakland, CA",371234,5754,12,1549.97
1999,OK05506,"Oklahoma City, OK",473772,4071,12,859.27
1999,NB02802,"Omaha, NE",372364,4613,12,1238.84
1999,FL04804,"Orlando, FL",183547,3922,12,2136.78
1999,PAPEP00,"Philadelphia, PA",1435382,23031,12,1604.52
1999,AZ00723,"Phoenix, AZ",1225881,10199,12,831.97
1999,PAPPD00,"Pittsburgh, PA",347072,3046,12,877.63
1999,OR02602,"Portland, OR",508984,6294,12,1236.58
1999,MD01721,"Prince George's County, MD",661415,5925,12,895.81
1999,NC09201,"Raleigh, NC",263008,2031,12,772.22
1999,CA03404,"Sacramento, CA",410089,3084,12,752.03
1999,UT01803,"Salt Lake City, UT",177010,1258,12,710.69
1999,TXSPD00,"San Antonio, TX",1130173,6340,12,560.98
1999,CA03711,"San Diego, CA",1238549,7411,12,598.36
1999,CA03801,"San Francisco, CA",756700,6555,12,866.26
1999,CA04313,"San Jose, CA",875840,5088,12,580.93
1999,WASPD00,"Seattle, WA",542954,4166,12,767.28
1999,MOSPD00,"St. Louis, MO",340836,7611,12,2233.04
1999,NY05101,"Suffolk County, NY",1235278,1953,0,158.1
1999,FL02902,"Tampa, FL",292941,6603,12,2254.04
1999,AZ01003,"Tucson, AZ",471286,4307,12,913.88
1999,OK07205,"Tulsa, OK",382673,4447,12,1162.09
1999,VA12800,"Virginia Beach, VA",437660,1044,12,238.54
1999,DCMPD00,"Washington, DC",519000,8448,12,1627.75
1999,KS08703,"Wichita, KS",332286,1927,12,579.92
1999,,United States,,1426044,,523
2000,NM00101,"Albuquerque, NM",448607,5136,12,1144.88
2000,TX22001,"Arlington, TX",332969,2157,12,647.81
2000,GAAPD00,"Atlanta, GA",416474,11583,12,2781.21
2000,CO00101,"Aurora, CO",276393,1513,12,547.41
2000,TX22701,"Austin, TX",656562,3098,12,471.85
2000,MD00301,"Baltimore County, MD",754292,6176,12,818.78
2000,MDBPD00,"Baltimore, MD",651154,16003,12,2457.64
2000,MA01301,"Boston, MA",589141,7322,12,1242.83
2000,NY01401,"Buffalo, NY",292648,3657,12,1249.62
2000,NC06001,"Charlotte, NC",625810,7516,12,1201
2000,ILCPD00,"Chicago, IL",2896016,48522,12,1675.47
2000,OHCIP00,"Cincinnati, OH",331285,2783,12,840.06
2000,OHCLP00,"Cleveland, OH",478403,6041,12,1262.74
2000,OHCOP00,"Columbus, OH",711470,5998,12,843.04
2000,TXDPD00,"Dallas, TX",1188580,16042,12,1349.68
2000,CODPD00,"Denver, CO",554636,2885,12,520.16
2000,MI82349,"Detroit, MI",951270,22112,12,2324.47
2000,TX07102,"El Paso, TX",563662,4396,12,779.9
2000,VA02901,"Fairfax County, VA",933641,154,12,16.49
2000,TX22012,"Fort Worth, TX",534694,3816,12,713.68
2000,CA01005,"Fresno, CA",427652,3843,12,898.63
2000,HI00200,"Honolulu, HI",876303,2302,12,262.69
2000,TXHPD00,"Houston, TX",1953631,21491,12,1100.05
2000,INIPD00,"Indianapolis, IN",793778,6843,12,862.08
2000,FL01602,"Jacksonville, FL",735617,8207,12,1115.66
2000,MOKPD00,"Kansas City, MO",441545,7181,12,1626.33
2000,NV00201,"Las Vegas, NV",1060541,6349,12,598.66
2000,CA01941,"Long Beach, CA",461522,3216,12,696.82
2000,CA01900,"Los Angeles County, CA",986997,9401,12,952.49
2000,CA01942,"Los Angeles, CA",3694820,50241,12,1359.77
2000,KY05680,"Louisville, KY",,,,
2000,TNMPD00,"Memphis, TN",650100,9616,12,1479.16
2000,AZ00717,"Mesa, AZ",396375,2393,12,603.72
2000,FL01300,"Miami-Dade County, FL",1204294,12604,12,1046.59
2000,FL01306,"Miami, FL",362470,7877,12,2173.15
2000,WIMPD00,"Milwaukee, WI",596974,5711,12,956.66
2000,MN02711,"Minneapolis, MN",382618,4404,12,1151.02
2000,MD01604,"Montgomery County, MD",856042,1692,12,197.65
2000,TN01901,"Nashville, TN",553168,8978,12,1623.02
2000,NY02900,"Nassau County, NY",1042131,1462,0,140.29
2000,LANPD00,"New Orleans, LA",484674,5155,12,1063.6
2000,NY03030,"New York City, NY",8008278,75692,12,945.17
2000,NJNPD00,"Newark, NJ",273546,4092,12,1495.91
2000,CA00109,"Oakland, CA",399484,5038,12,1261.13
2000,OK05506,"Oklahoma City, OK",506132,3951,12,780.63
2000,NB02802,"Omaha, NE",390007,3164,12,811.27
2000,FL04804,"Orlando, FL",185951,3926,12,2111.31
2000,PAPEP00,"Philadelphia, PA",1517550,22812,12,1503.21
2000,AZ00723,"Phoenix, AZ",1321045,9754,12,738.35
2000,PAPPD00,"Pittsburgh, PA",341247,3267,12,957.37
2000,OR02602,"Portland, OR",529121,5698,12,1076.88
2000,MD01721,"Prince George's County, MD",680508,6503,12,955.61
2000,NC09201,"Raleigh, NC",276093,2049,12,742.14
2000,CA03404,"Sacramento, CA",407018,3117,12,765.81
2000,UT01803,"Salt Lake City, UT",181743,1301,12,715.85
2000,TXSPD00,"San Antonio, TX",1144646,7908,12,690.87
2000,CA03711,"San Diego, CA",1223400,7160,12,585.25
2000,CA03801,"San Francisco, CA",776733,6499,12,836.71
2000,CA04313,"San Jose, CA",894943,4928,12,550.65
2000,WASPD00,"Seattle, WA",563374,4333,12,769.12
2000,MOSPD00,"St. Louis, MO",348189,7936,12,2279.22
2000,NY05101,"Suffolk County, NY",1270508,2393,0,188.35
2000,FL02902,"Tampa, FL",303447,6381,12,2102.84
2000,AZ01003,"Tucson, AZ",486699,4542,12,933.23
2000,OK07205,"Tulsa, OK",393049,4411,12,1122.25
2000,VA12800,"Virginia Beach, VA",425257,943,12,221.75
2000,DCMPD00,"Washington, DC",572059,8622,12,1507.19
2000,KS08703,"Wichita, KS",344284,2081,12,604.44
2000,,United States,,1425486,,506.5
2001,NM00101,"Albuquerque, NM",451098,5259,12,1165.82
2001,TX22001,"Arlington, TX",340525,2129,12,625.21
2001,GAAPD00,"Atlanta, GA",426511,10807,12,2533.82
2001,CO00101,"Aurora, CO",283876,1611,12,567.5
2001,TX22701,"Austin, TX",671462,3181,12,473.74
2001,MD00301,"Baltimore County, MD",765496,6542,12,854.61
2001,MDBPD00,"Baltimore, MD",660826,14799,12,2239.47
2001,MA01301,"Boston, MA",591944,7361,12,1243.53
2001,NY01401,"Buffalo, NY",293187,3709,12,1265.06
2001,NC06001,"Charlotte, NC",636459,7775,12,1221.6
2001,ILCPD00,"Chicago, IL",2910709,46608,12,1601.26
2001,OHCIP00,"Cincinnati, OH",331880,4007,12,1207.36
2001,OHCLP00,"Cleveland, OH",479263,6424,12,1340.39
2001,OHCOP00,"Columbus, OH",712748,6396,12,897.37
2001,TXDPD00,"Dallas, TX",1215553,17776,12,1462.38
