report_year,agency_code,agency_jurisdiction,population,rapes,months_reported,rapes_percapita
1995,CA00109,"Oakland, CA",368771,325,0,88.13
1995,OK05506,"Oklahoma City, OK",466232,473,12,101.45
1995,NB02802,"Omaha, NE",348089,80,12,22.98
1995,FL04804,"Orlando, FL",179649,141,12,78.49
1995,PAPEP00,"Philadelphia, PA",1529848,773,12,50.53
1995,AZ00723,"Phoenix, AZ",1085706,411,12,37.86
1995,PAPPD00,"Pittsburgh, PA",354780,243,12,68.49
1995,OR02602,"Portland, OR",458623,426,12,92.89
1995,MD01721,"Prince George's County, MD",640535,361,12,56.36
1995,NC09201,"Raleigh, NC",240891,104,12,43.17
1995,CA03404,"Sacramento, CA",375845,158,12,42.04
1995,UT01803,"Salt Lake City, UT",175765,148,12,84.2
1995,TXSPD00,"San Antonio, TX",999900,658,12,65.81
1995,CA03711,"San Diego, CA",1157771,346,12,29.89
1995,CA03801,"San Francisco, CA",738371,304,12,41.17
1995,CA04313,"San Jose, CA",822845,387,12,47.03
1995,WASPD00,"Seattle, WA",529526,260,12,49.1
1995,MOSPD00,"St. Louis, MO",371425,273,12,73.5
1995,NY05101,"Suffolk County, NY",1212776,33,5,2.72
1995,FL02902,"Tampa, FL",289882,277,12,95.56
1995,AZ01003,"Tucson, AZ",449981,292,12,64.89
1995,OK07205,"Tulsa, OK",377152,255,12,67.61
1995,VA12800,"Virginia Beach, VA",435959,99,12,22.71
1995,DCMPD00,"Washington, DC",554000,292,12,52.71
1995,KS08703,"Wichita, KS",311675,203,12,65.13
1995,,United States,,,,
1996,NM00101,"Albuquerque, NM",426736,375,12,87.88
1996,TX22001,"Arlington, TX",298632,156,12,52.24
1996,GAAPD00,"Atlanta, GA",413123,392,12,94.89
1996,CO00101,"Aurora, CO",262168,193,12,73.62
1996,TX22701,"Austin, TX",537484,270,12,50.23
1996,MD00301,"Baltimore County, MD",721218,274,12,37.99
1996,MDBPD00,"Baltimore, MD",716446,641,12,89.47
1996,MA01301,"Boston, MA",552519,414,12,74.93
1996,NY01401,"Buffalo, NY",313238,269,12,85.88
1996,NC06001,"Charlotte, NC",554070,306,12,55.23
1996,ILCPD00,"Chicago, IL",2754118,2752,12,99.92
1996,OHCIP00,"Cincinnati, OH",360457,315,12,87.39
1996,OHCLP00,"Cleveland, OH",496049,643,12,129.62
1996,OHCOP00,"Columbus, OH",640297,571,12,89.18
1996,TXDPD00,"Dallas, TX",1060585,740,12,69.77
1996,CODPD00,"Denver, CO",516224,358,12,69.35
1996,MI82349,"Detroit, MI",1002299,1119,12,111.64
1996,TX07102,"El Paso, TX",602951,245,12,40.63
1996,VA02901,"Fairfax County, VA",863918,107,12,12.39
1996,TX22012,"Fort Worth, TX",470254,319,12,67.84
1996,CA01005,"Fresno, CA",392049,216,12,55.1
1996,HI00200,"Honolulu, HI",878044,222,12,25.28
1996,TXHPD00,"Houston, TX",1772143,1002,12,56.54
1996,INIPD00,"Indianapolis, IN",376531,424,12,112.61
1996,FL01602,"Jacksonville, FL",690367,681,12,98.64
1996,MOKPD00,"Kansas City, MO",448474,412,12,91.87
1996,NV00201,"Las Vegas, NV",831303,475,12,57.14
1996,CA01941,"Long Beach, CA",440023,158,12,35.91
1996,CA01900,"Los Angeles County, CA",979425,279,12,28.49
1996,CA01942,"Los Angeles, CA",3498139,1463,12,41.82
1996,KY05680,"Louisville, KY",,,,
1996,TNMPD00,"Memphis, TN",631626,789,12,124.92
1996,AZ00717,"Mesa, AZ",340818,110,12,32.28
1996,FL01300,"Miami-Dade County, FL",1116511,788,0,70.58
1996,FL01306,"Miami, FL",384976,201,12,52.21
1996,WIMPD00,"Milwaukee, WI",627139,281,12,44.81
1996,MN02711,"Minneapolis, MN",361595,516,12,142.7
1996,MD01604,"Montgomery County, MD",799302,154,12,19.27
1996,TN01901,"Nashville, TN",530059,487,12,91.88
1996,NY02900,"Nassau County, NY",1028175,71,12,6.91
1996,LANPD00,"New Orleans, LA",488300,390,12,79.87
1996,NY03030,"New York City, NY",7339594,2332,12,31.77
1996,NJNPD00,"Newark, NJ",261909,179,12,68.34
1996,CA00109,"Oakland, CA",372145,322,12,86.53
1996,OK05506,"Oklahoma City, OK",469632,477,12,101.57
1996,NB02802,"Omaha, NE",350607,207,12,59.04
1996,FL04804,"Orlando, FL",182616,165,12,90.35
1996,PAPEP00,"Philadelphia, PA",1528403,644,12,42.14
1996,AZ00723,"Phoenix, AZ",1139793,460,12,40.36
1996,PAPPD00,"Pittsburgh, PA",354308,206,12,58.14
1996,OR02602,"Portland, OR",467906,402,12,85.91
1996,MD01721,"Prince George's County, MD",644346,296,12,45.94
1996,NC09201,"Raleigh, NC",245176,90,12,36.71
1996,CA03404,"Sacramento, CA",379283,154,12,40.6
1996,UT01803,"Salt Lake City, UT",180180,152,12,84.36
1996,TXSPD00,"San Antonio, TX",1021477,637,12,62.36
1996,CA03711,"San Diego, CA",1168364,368,12,31.5
1996,CA03801,"San Francisco, CA",745127,298,12,39.99
1996,CA04313,"San Jose, CA",830374,341,12,41.07
1996,WASPD00,"Seattle, WA",539591,261,12,48.37
1996,MOSPD00,"St. Louis, MO",374041,269,12,71.92
1996,NY05101,"Suffolk County, NY",1218234,38,12,3.12
1996,FL02902,"Tampa, FL",294670,264,12,89.59
1996,AZ01003,"Tucson, AZ",472385,282,12,59.7
1996,OK07205,"Tulsa, OK",379798,304,12,80.04
1996,VA12800,"Virginia Beach, VA",439851,127,12,28.87
1996,DCMPD00,"Washington, DC",543000,260,12,47.88
1996,KS08703,"Wichita, KS",312706,227,12,72.59
1996,,United States,,,,
1997,NM00101,"Albuquerque, NM",431027,270,12,62.64
1997,TX22001,"Arlington, TX",303487,127,12,41.85
1997,GAAPD00,"Atlanta, GA",420865,366,12,86.96
1997,CO00101,"Aurora, CO",266967,223,12,83.53
1997,TX22701,"Austin, TX",546223,283,12,51.81
1997,MD00301,"Baltimore County, MD",724348,254,12,35.07
1997,MDBPD00,"Baltimore, MD",719587,480,12,66.7
1997,MA01301,"Boston, MA",555024,350,12,63.06
1997,NY01401,"Buffalo, NY",312411,230,12,73.62
1997,NC06001,"Charlotte, NC",562005,345,12,61.39
1997,ILCPD00,"Chicago, IL",2765852,2545,12,92.02
1997,OHCIP00,"Cincinnati, OH",360875,,0,
1997,OHCLP00,"Cleveland, OH",496624,638,12,128.47
1997,OHCOP00,"Columbus, OH",641338,696,12,108.52
1997,TXDPD00,"Dallas, TX",1077829,744,12,69.03
1997,CODPD00,"Denver, CO",525793,356,12,67.71
1997,MI82349,"Detroit, MI",1021412,968,12,94.77
1997,TX07102,"El Paso, TX",612754,225,12,36.72
1997,VA02901,"Fairfax County, VA",871555,71,12,8.15
1997,TX22012,"Fort Worth, TX",477900,265,12,55.45
1997,CA01005,"Fresno, CA",396843,192,12,48.38
1997,HI00200,"Honolulu, HI",880272,257,12,29.2
1997,TXHPD00,"Houston, TX",1801370,790,12,43.86
1997,INIPD00,"Indianapolis, IN",378014,383,12,101.32
1997,FL01602,"Jacksonville, FL",702545,606,12,86.26
1997,MOKPD00,"Kansas City, MO",452070,417,12,92.24
1997,NV00201,"Las Vegas, NV",869696,593,10,68.18
1997,CA01941,"Long Beach, CA",445404,125,12,28.06
1997,CA01900,"Los Angeles County, CA",991403,235,12,23.7
1997,CA01942,"Los Angeles, CA",3541309,1413,12,39.9
1997,KY05680,"Louisville, KY",,,,
1997,TNMPD00,"Memphis, TN",637492,938,12,147.14
1997,AZ00717,"Mesa, AZ",350592,126,12,35.94
1997,FL01300,"Miami-Dade County, FL",1136368,843,12,74.18
1997,FL01306,"Miami, FL",391766,189,12,48.24
1997,WIMPD00,"Milwaukee, WI",628507,307,12,48.85
1997,MN02711,"Minneapolis, MN",363932,536,12,147.28
1997,MD01604,"Montgomery County, MD",802770,173,12,21.55
1997,TN01901,"Nashville, TN",531908,550,12,103.4
1997,NY02900,"Nassau County, NY",1025460,62,12,6.05
1997,LANPD00,"New Orleans, LA",488509,385,12,78.81
1997,NY03030,"New York City, NY",7320477,2157,12,29.47
1997,NJNPD00,"Newark, NJ",264270,170,12,64.33
1997,CA00109,"Oakland, CA",376696,306,12,81.23
1997,OK05506,"Oklahoma City, OK",472046,409,12,86.64
1997,NB02802,"Omaha, NE",351745,176,12,50.04
1997,FL04804,"Orlando, FL",185837,174,12,93.63
1997,PAPEP00,"Philadelphia, PA",1524409,650,12,42.64
1997,AZ00723,"Phoenix, AZ",1172538,428,12,36.5
1997,PAPPD00,"Pittsburgh, PA",353248,175,12,49.54
1997,OR02602,"Portland, OR",473696,356,12,75.15
1997,MD01721,"Prince George's County, MD",647142,300,12,46.36
1997,NC09201,"Raleigh, NC",248591,102,12,41.03
1997,CA03404,"Sacramento, CA",383921,161,12,41.94
1997,UT01803,"Salt Lake City, UT",185553,141,12,75.99
1997,TXSPD00,"San Antonio, TX",1038086,618,12,59.53
1997,CA03711,"San Diego, CA",1182653,384,12,32.47
1997,CA03801,"San Francisco, CA",754239,233,12,30.89
1997,CA04313,"San Jose, CA",840529,375,12,44.61
1997,WASPD00,"Seattle, WA",547209,218,12,39.84
1997,MOSPD00,"St. Louis, MO",377221,225,12,59.65
1997,NY05101,"Suffolk County, NY",1215017,34,10,2.8
1997,FL02902,"Tampa, FL",299867,265,12,88.37
1997,AZ01003,"Tucson, AZ",485933,291,12,59.88
1997,OK07205,"Tulsa, OK",381639,278,12,72.84
1997,VA12800,"Virginia Beach, VA",443844,102,12,22.98
1997,DCMPD00,"Washington, DC",529000,218,12,41.21
1997,KS08703,"Wichita, KS",315690,228,12,72.22
1997,,United States,,,,
1998,NM00101,"Albuquerque, NM",422417,219,12,51.84
1998,TX22001,"Arlington, TX",305948,138,12,45.11
1998,GAAPD00,"Atlanta, GA",414262,385,12,92.94
1998,CO00101,"Aurora, CO",262465,189,12,72.01
1998,TX22701,"Austin, TX",559758,219,12,39.12
1998,MD00301,"Baltimore County, MD",726462,223,12,30.7
1998,MDBPD00,"Baltimore, MD",662253,469,12,70.82
1998,MA01301,"Boston, MA",559631,356,12,63.61
1998,NY01401,"Buffalo, NY",308648,197,12,63.83
1998,NC06001,"Charlotte, NC",593078,333,12,56.15
1998,ILCPD00,"Chicago, IL",2750917,2387,12,86.77
1998,OHCIP00,"Cincinnati, OH",344828,,0,
1998,OHCLP00,"Cleveland, OH",495516,576,12,116.24
1998,OHCOP00,"Columbus, OH",661227,668,12,101.02
1998,TXDPD00,"Dallas, TX",1087178,724,12,66.59
1998,CODPD00,"Denver, CO",509343,320,12,62.83
1998,MI82349,"Detroit, MI",999976,858,12,85.8
1998,TX07102,"El Paso, TX",624510,241,12,38.59
1998,VA02901,"Fairfax County, VA",887432,120,12,13.52
1998,TX22012,"Fort Worth, TX",497830,293,12,58.86
1998,CA01005,"Fresno, CA",404297,175,12,43.29
1998,HI00200,"Honolulu, HI",874736,242,12,27.67
1998,TXHPD00,"Houston, TX",1797157,654,12,36.39
1998,INIPD00,"Indianapolis, IN",759689,586,12,77.14
1998,FL01602,"Jacksonville, FL",703251,521,12,74.08
1998,MOKPD00,"Kansas City, MO",447730,382,12,85.32
1998,NV00201,"Las Vegas, NV",908596,501,12,55.14
1998,CA01941,"Long Beach, CA",430018,111,12,25.81
1998,CA01900,"Los Angeles County, CA",948423,256,12,26.99
1998,CA01942,"Los Angeles, CA",3621680,1395,12,38.52
1998,KY05680,"Louisville, KY",,,,
1998,TNMPD00,"Memphis, TN",604242,722,12,119.49
1998,AZ00717,"Mesa, AZ",364588,120,12,32.91
1998,FL01300,"Miami-Dade County, FL",1070656,773,12,72.2
1998,FL01306,"Miami, FL",372949,140,12,37.54
1998,WIMPD00,"Milwaukee, WI",588339,286,12,48.61
1998,MN02711,"Minneapolis, MN",362124,458,12,126.48
1998,MD01604,"Montgomery County, MD",812755,159,12,19.56
1998,TN01901,"Nashville, TN",524124,483,12,92.15
1998,NY02900,"Nassau County, NY",1031258,60,9,5.82
1998,LANPD00,"New Orleans, LA",471157,299,12,63.46
1998,NY03030,"New York City, NY",7357745,2046,12,27.81
1998,NJNPD00,"Newark, NJ",269205,162,12,60.18
1998,CA00109,"Oakland, CA",376375,340,12,90.34
1998,OK05506,"Oklahoma City, OK",463637,421,12,90.8
1998,NB02802,"Omaha, NE",368258,173,12,46.98
1998,FL04804,"Orlando, FL",181527,203,12,111.83
1998,PAPEP00,"Philadelphia, PA",1449419,752,12,51.88
1998,AZ00723,"Phoenix, AZ",1225692,346,12,28.23
1998,PAPPD00,"Pittsburgh, PA",354228,194,12,54.77
1998,OR02602,"Portland, OR",488813,361,12,73.85
1998,MD01721,"Prince George's County, MD",655302,262,12,39.98
1998,NC09201,"Raleigh, NC",256084,104,12,40.61
1998,CA03404,"Sacramento, CA",384703,141,12,36.65
1998,UT01803,"Salt Lake City, UT",178579,146,12,81.76
1998,TXSPD00,"San Antonio, TX",1100791,734,12,66.68
1998,CA03711,"San Diego, CA",1205728,371,12,30.77
1998,CA03801,"San Francisco, CA",741362,244,12,32.91
1998,CA04313,"San Jose, CA",860211,357,12,41.5
1998,WASPD00,"Seattle, WA",538105,242,12,44.97
1998,MOSPD00,"St. Louis, MO",344153,168,12,48.82
1998,NY05101,"Suffolk County, NY",1218627,131,4,10.75
1998,FL02902,"Tampa, FL",295027,266,12,90.16
1998,AZ01003,"Tucson, AZ",467677,364,12,77.83
1998,OK07205,"Tulsa, OK",386251,267,12,69.13
1998,VA12800,"Virginia Beach, VA",436205,84,12,19.26
1998,DCMPD00,"Washington, DC",523000,190,12,36.33
1998,KS08703,"Wichita, KS",329179,187,12,56.81
1998,,United States,,,,
1999,NM00101,"Albuquerque, NM",420169,220,12,52.36
1999,TX22001,"Arlington, TX",310910,109,12,35.06
1999,GAAPD00,"Atlanta, GA",411291,321,12,78.05
1999,CO00101,"Aurora, CO",255938,182,12,71.11
1999,TX22701,"Austin, TX",560389,193,12,34.44
1999,MD00301,"Baltimore County, MD",727051,188,12,25.86
1999,MDBPD00,"Baltimore, MD",650588,374,0,57.49
1999,MA01301,"Boston, MA",557812,337,12,60.41
1999,NY01401,"Buffalo, NY",301069,176,12,58.46
1999,NC06001,"Charlotte, NC",604931,262,12,43.31
1999,ILCPD00,"Chicago, IL",2821032,2469,12,87.52
1999,OHCIP00,"Cincinnati, OH",337815,249,12,73.71
1999,OHCLP00,"Cleveland, OH",497903,506,12,101.63
1999,OHCOP00,"Columbus, OH",673401,638,12,94.74
1999,TXDPD00,"Dallas, TX",1091386,663,12,60.75
1999,CODPD00,"Denver, CO",509624,249,12,48.86
1999,MI82349,"Detroit, MI",975020,790,12,81.02
1999,TX07102,"El Paso, TX",623888,185,12,29.65
1999,VA02901,"Fairfax County, VA",903902,66,8,7.3
1999,TX22012,"Fort Worth, TX",498883,286,12,57.33
1999,CA01005,"Fresno, CA",403966,160,12,39.61
1999,HI00200,"Honolulu, HI",866566,235,12,27.12
1999,TXHPD00,"Houston, TX",1812277,748,12,41.27
1999,INIPD00,"Indianapolis, IN",759066,424,12,55.86
1999,FL01602,"Jacksonville, FL",702462,459,12,65.34
1999,MOKPD00,"Kansas City, MO",443992,330,12,74.33
1999,NV00201,"Las Vegas, NV",922450,532,12,57.67
1999,CA01941,"Long Beach, CA",437218,119,12,27.22
1999,CA01900,"Los Angeles County, CA",1002101,214,12,21.36
1999,CA01942,"Los Angeles, CA",3650138,1288,12,35.29
1999,KY05680,"Louisville, KY",,,,
1999,TNMPD00,"Memphis, TN",609851,688,12,112.81
1999,AZ00717,"Mesa, AZ",368537,134,12,36.36
1999,FL01300,"Miami-Dade County, FL",1151382,642,12,55.76
1999,FL01306,"Miami, FL",373450,113,12,30.26
1999,WIMPD00,"Milwaukee, WI",580899,272,12,46.82
1999,MN02711,"Minneapolis, MN",355949,451,12,126.7
1999,MD01604,"Montgomery County, MD",828541,122,12,14.72
1999,TN01901,"Nashville, TN",522935,460,12,87.97
1999,NY02900,"Nassau County, NY",1029565,83,0,8.06
1999,LANPD00,"New Orleans, LA",465828,280,12,60.11
1999,NY03030,"New York City, NY",7429263,1702,12,22.91
1999,NJNPD00,"Newark, NJ",268348,103,12,38.38
1999,CA00109,"Oakland, CA",371234,305,12,82.16
1999,OK05506,"Oklahoma City, OK",473772,398,12,84.01
1999,NB02802,"Omaha, NE",372364,174,12,46.73
1999,FL04804,"Orlando, FL",183547,169,12,92.07
1999,PAPEP00,"Philadelphia, PA",1435382,934,12,65.07
1999,AZ00723,"Phoenix, AZ",1225881,400,12,32.63
1999,PAPPD00,"Pittsburgh, PA",347072,138,12,39.76
1999,OR02602,"Portland, OR",508984,340,12,66.8
1999,MD01721,"Prince George's County, MD",661415,234,12,35.38
1999,NC09201,"Raleigh, NC",263008,92,12,34.98
1999,CA03404,"Sacramento, CA",410089,143,12,34.87
1999,UT01803,"Salt Lake City, UT",177010,147,12,83.05
1999,TXSPD00,"San Antonio, TX",1130173,599,12,53
1999,CA03711,"San Diego, CA",1238549,355,12,28.66
1999,CA03801,"San Francisco, CA",756700,193,12,25.51
1999,CA04313,"San Jose, CA",875840,347,12,39.62
1999,WASPD00,"Seattle, WA",542954,188,12,34.63
1999,MOSPD00,"St. Louis, MO",340836,144,12,42.25
1999,NY05101,"Suffolk County, NY",1235278,120,0,9.71
1999,FL02902,"Tampa, FL",292941,233,12,79.54
1999,AZ01003,"Tucson, AZ",471286,245,12,51.99
1999,OK07205,"Tulsa, OK",382673,235,12,61.41
1999,VA12800,"Virginia Beach, VA",437660,107,12,24.45
1999,DCMPD00,"Washington, DC",519000,248,12,47.78
1999,KS08703,"Wichita, KS",332286,169,12,50.86
1999,,United States,,,,
2000,NM00101,"Albuquerque, NM",448607,239,12,53.28
2000,TX22001,"Arlington, TX",332969,96,12,28.83
2000,GAAPD00,"Atlanta, GA",416474,278,12,66.75
2000,CO00101,"Aurora, CO",276393,165,12,59.7
2000,TX22701,"Austin, TX",656562,379,12,57.72
2000,MD00301,"Baltimore County, MD",754292,238,12,31.55
2000,MDBPD00,"Baltimore, MD",651154,366,12,56.21
2000,MA01301,"Boston, MA",589141,325,12,55.17
2000,NY01401,"Buffalo, NY",292648,176,12,60.14
2000,NC06001,"Charlotte, NC",625810,308,12,49.22
2000,ILCPD00,"Chicago, IL",2896016,2001,12,69.09
2000,OHCIP00,"Cincinnati, OH",331285,284,12,85.73
2000,OHCLP00,"Cleveland, OH",478403,615,12,128.55
2000,OHCOP00,"Columbus, OH",711470,578,12,81.24
2000,TXDPD00,"Dallas, TX",1188580,633,12,53.26
2000,CODPD00,"Denver, CO",554636,296,12,53.37
2000,MI82349,"Detroit, MI",951270,811,12,85.25
2000,TX07102,"El Paso, TX",563662,188,12,33.35
2000,VA02901,"Fairfax County, VA",933641,30,12,3.21
2000,TX22012,"Fort Worth, TX",534694,325,12,60.78
2000,CA01005,"Fresno, CA",427652,161,12,37.65
2000,HI00200,"Honolulu, HI",876303,240,12,27.39
2000,TXHPD00,"Houston, TX",1953631,813,12,41.61
2000,INIPD00,"Indianapolis, IN",793778,443,12,55.81
2000,FL01602,"Jacksonville, FL",735617,443,12,60.22
2000,MOKPD00,"Kansas City, MO",441545,310,12,70.21
2000,NV00201,"Las Vegas, NV",1060541,443,12,41.77
2000,CA01941,"Long Beach, CA",461522,114,12,24.7
2000,CA01900,"Los Angeles County, CA",986997,248,12,25.13
2000,CA01942,"Los Angeles, CA",3694820,1459,12,39.49
2000,KY05680,"Louisville, KY",,,,
2000,TNMPD00,"Memphis, TN",650100,574,12,88.29
2000,AZ00717,"Mesa, AZ",396375,120,12,30.27
2000,FL01300,"Miami-Dade County, FL",1204294,726,12,60.28
2000,FL01306,"Miami, FL",362470,118,12,32.55
2000,WIMPD00,"Milwaukee, WI",596974,303,12,50.76
2000,MN02711,"Minneapolis, MN",382618,422,12,110.29
2000,MD01604,"Montgomery County, MD",856042,168,12,19.63
2000,TN01901,"Nashville, TN",553168,406,12,73.4
2000,NY02900,"Nassau County, NY",1042131,85,0,8.16
2000,LANPD00,"New Orleans, LA",484674,227,12,46.84
2000,NY03030,"New York City, NY",8008278,1630,12,20.35
2000,NJNPD00,"Newark, NJ",273546,95,12,34.73
2000,CA00109,"Oakland, CA",399484,320,12,80.1
2000,OK05506,"Oklahoma City, OK",506132,388,12,76.66
2000,NB02802,"Omaha, NE",390007,189,12,48.46
2000,FL04804,"Orlando, FL",185951,141,12,75.83
2000,PAPEP00,"Philadelphia, PA",1517550,1021,12,67.28
2000,AZ00723,"Phoenix, AZ",1321045,422,12,31.94
2000,PAPPD00,"Pittsburgh, PA",341247,128,12,37.51
2000,OR02602,"Portland, OR",529121,369,12,69.74
2000,MD01721,"Prince George's County, MD",680508,198,12,29.1
2000,NC09201,"Raleigh, NC",276093,89,12,32.24
2000,CA03404,"Sacramento, CA",407018,147,12,36.12
2000,UT01803,"Salt Lake City, UT",181743,137,12,75.38
2000,TXSPD00,"San Antonio, TX",1144646,456,12,39.84
2000,CA03711,"San Diego, CA",1223400,349,12,28.53
2000,CA03801,"San Francisco, CA",776733,229,12,29.48
2000,CA04313,"San Jose, CA",894943,337,12,37.66
2000,WASPD00,"Seattle, WA",563374,181,12,32.13
2000,MOSPD00,"St. Louis, MO",348189,112,12,32.17
2000,NY05101,"Suffolk County, NY",1270508,100,0,7.87
2000,FL02902,"Tampa, FL",303447,235,12,77.44
2000,AZ01003,"Tucson, AZ",486699,355,12,72.94
2000,OK07205,"Tulsa, OK",393049,242,12,61.57
2000,VA12800,"Virginia Beach, VA",425257,101,12,23.75
2000,DCMPD00,"Washington, DC",572059,251,12,43.88
2000,KS08703,"Wichita, KS",344284,176,12,51.12
2000,,United States,,,,
2001,NM00101,"Albuquerque, NM",451098,219,12,48.55
2001,TX22001,"Arlington, TX",340525,145,12,42.58
2001,GAAPD00,"Atlanta, GA",426511,367,12,86.05
2001,CO00101,"Aurora, CO",283876,195,12,68.69
2001,TX22701,"Austin, TX",671462,274,12,40.81
2001,MD00301,"Baltimore County, MD",765496,233,12,30.44
2001,MDBPD00,"Baltimore, MD",660826,296,12,44.79
2001,MA01301,"Boston, MA",591944,361,12,60.99
2001,NY01401,"Buffalo, NY",293187,229,12,78.11
2001,NC06001,"Charlotte, NC",636459,293,12,46.04
2001,ILCPD00,"Chicago, IL",2910709,1976,12,67.89
2001,OHCIP00,"Cincinnati, OH",331880,323,12,97.32
2001,OHCLP00,"Cleveland, OH",479263,624,12,130.2
2001,OHCOP00,"Columbus, OH",712748,602,12,84.46
2001,TXDPD00,"Dallas, TX",1215553,660,12,54.3
2001,CODPD00,"Denver, CO",569653,317,12,55.65
2001,MI82349,"Detroit, MI",956283,652,12,68.18
2001,TX07102,"El Paso, TX",576453,203,12,35.22
2001,VA02901,"Fairfax County, VA",948050,32,12,3.38
2001,TX22012,"Fort Worth, TX",546828,332,12,60.71
2001,CA01005,"Fresno, CA",435600,202,12,46.37
2001,HI00200,"Honolulu, HI",885605,293,12,33.08
2001,TXHPD00,"Houston, TX",1997965,945,12,47.3
2001,INIPD00,"Indianapolis, IN",798251,442,12,55.37
2001,FL01602,"Jacksonville, FL",754679,287,12,38.03
2001,MOKPD00,"Kansas City, MO",444267,319,12,71.8
2001,NV00201,"Las Vegas, NV",1117763,447,12,39.99
2001,CA01941,"Long Beach, CA",470099,125,12,26.59
2001,CA01900,"Los Angeles County, CA",1005891,229,12,22.77
2001,CA01942,"Los Angeles, CA",3763486,1409,12,37.44
2001,KY05680,"Louisville, KY",,,,
2001,TNMPD00,"Memphis, TN",655898,489,12,74.55
2001,AZ00717,"Mesa, AZ",410026,106,12,25.85
2001,FL01300,"Miami-Dade County, FL",1235499,508,12,41.12
2001,FL01306,"Miami, FL",371863,118,12,31.73
2001,WIMPD00,"Milwaukee, WI",601229,295,12,49.07
2001,MN02711,"Minneapolis, MN",386726,399,12,103.17
2001,MD01604,"Montgomery County, MD",868758,136,12,15.65
2001,TN01901,"Nashville, TN",555059,413,12,74.41
2001,NY02900,"Nassau County, NY",1041508,93,0,8.93
2001,LANPD00,"New Orleans, LA",484289,209,12,43.16
2001,NY03030,"New York City, NY",8023018,1530,12,19.07
2001,NJNPD00,"Newark, NJ",275823,91,12,32.99
2001,CA00109,"Oakland, CA",406908,295,12,72.5
2001,OK05506,"Oklahoma City, OK",507517,405,12,79.8
2001,NB02802,"Omaha, NE",390456,157,12,40.21
2001,FL04804,"Orlando, FL",190769,135,12,70.77
2001,PAPEP00,"Philadelphia, PA",1518302,1014,12,66.79
2001,AZ00723,"Phoenix, AZ",1366542,400,12,29.27
2001,PAPPD00,"Pittsburgh, PA",341414,134,12,39.25
2001,OR02602,"Portland, OR",537081,305,12,56.79
2001,MD01721,"Prince George's County, MD",690617,213,12,30.84
2001,NC09201,"Raleigh, NC",280791,91,12,32.41
2001,CA03404,"Sacramento, CA",414582,169,12,40.76
2001,UT01803,"Salt Lake City, UT",184723,121,12,65.5
2001,TXSPD00,"San Antonio, TX",1170622,492,12,42.03
2001,CA03711,"San Diego, CA",1246136,342,12,27.44
2001,CA03801,"San Francisco, CA",791168,226,12,28.57
2001,CA04313,"San Jose, CA",913513,329,12,36.01
2001,WASPD00,"Seattle, WA",572345,164,12,28.65
2001,MOSPD00,"St. Louis, MO",350336,120,12,34.25
2001,NY05101,"Suffolk County, NY",1272846,140,0,11
2001,FL02902,"Tampa, FL",311310,212,12,68.1
2001,AZ01003,"Tucson, AZ",503461,321,12,63.76
2001,OK07205,"Tulsa, OK",394125,256,12,64.95
2001,VA12800,"Virginia Beach, VA",431819,111,12,25.71
2001,DCMPD00,"Washington, DC",571822,181,12,31.65
2001,KS08703,"Wichita, KS",345081,183,12,53.03
2001,,United States,,,,
2002,NM00101,"Albuquerque, NM",457488,293,12,64.05
2002,TX22001,"Arlington, TX",347789,152,12,43.7
2002,GAAPD00,"Atlanta, GA",435494,276,12,63.38
2002,CO00101,"Aurora, CO",289584,242,12,83.57
2002,TX22701,"Austin, TX",685784,256,12,37.33
2002,MD00301,"Baltimore County, MD",777313,234,12,30.1
2002,MDBPD00,"Baltimore, MD",671028,178,12,26.53
2002,MA01301,"Boston, MA",596444,369,12,61.87
2002,NY01401,"Buffalo, NY",295441,185,12,62.62
2002,NC06001,"Charlotte, NC",646864,289,12,44.68
2002,ILCPD00,"Chicago, IL",2938299,1963,12,66.81
2002,OHCIP00,"Cincinnati, OH",333273,350,12,105.02
2002,OHCLP00,"Cleveland, OH",481274,619,12,128.62
2002,OHCOP00,"Columbus, OH",715739,673,12,94.03
2002,TXDPD00,"Dallas, TX",1241481,656,12,52.84
2002,CODPD00,"Denver, CO",581105,321,12,55.24
2002,MI82349,"Detroit, MI",961987,708,12,73.6
2002,TX07102,"El Paso, TX",588750,221,12,37.54
2002,VA02901,"Fairfax County, VA",961999,41,12,4.26
2002,TX22012,"Fort Worth, TX",558493,321,12,57.48
2002,CA01005,"Fresno, CA",443363,158,12,35.64
2002,HI00200,"Honolulu, HI",900433,304,12,33.76
2002,TXHPD00,"Houston, TX",2040583,892,12,43.71
2002,INIPD00,"Indianapolis, IN",804034,441,12,54.85
2002,FL01602,"Jacksonville, FL",769253,277,12,36.01
2002,MOKPD00,"Kansas City, MO",447650,300,12,67.02
2002,NV00201,"Las Vegas, NV",1153546,494,12,42.82
2002,CA01941,"Long Beach, CA",478478,144,12,30.1
2002,CA01900,"Los Angeles County, CA",1023813,270,12,26.37
2002,CA01942,"Los Angeles, CA",3830561,1415,12,36.94
2002,KY05680,"Louisville, KY",,,,
2002,TNMPD00,"Memphis, TN",662441,517,12,78.04
2002,AZ00717,"Mesa, AZ",421547,129,12,30.6
2002,FL01300,"Miami-Dade County, FL",1235648,494,12,39.98
2002,FL01306,"Miami, FL",379044,96,12,25.33
