report_year,agency_code,agency_jurisdiction,population,robberies,months_reported,robberies_percapita
1995,GAAPD00,"Atlanta, GA",404337,5260,12,1300.9
1995,CO00101,"Aurora, CO",256957,549,12,213.65
1995,TX22701,"Austin, TX",523691,1336,12,255.11
1995,MD00301,"Baltimore County, MD",716904,2468,12,344.26
1995,MDBPD00,"Baltimore, MD",712209,11353,12,1594.05
1995,MA01301,"Boston, MA",550715,3597,12,653.15
1995,NY01401,"Buffalo, NY",312395,2836,12,907.83
1995,NC06001,"Charlotte, NC",544146,2949,12,541.95
1995,ILCPD00,"Chicago, IL",2749811,30086,12,1094.11
1995,OHCIP00,"Cincinnati, OH",359749,2155,12,599.03
1995,OHCLP00,"Cleveland, OH",495074,4224,12,853.21
1995,OHCOP00,"Columbus, OH",638729,3329,12,521.19
1995,TXDPD00,"Dallas, TX",1042088,5899,12,566.08
1995,CODPD00,"Denver, CO",505843,1413,12,279.34
1995,MI82349,"Detroit, MI",997297,10076,12,1010.33
1995,TX07102,"El Paso, TX",590215,1076,12,182.31
1995,VA02901,"Fairfax County, VA",856544,447,12,52.19
1995,TX22012,"Fort Worth, TX",460321,1965,12,426.88
1995,CA01005,"Fresno, CA",388495,2166,12,557.54
1995,HI00200,"Honolulu, HI",880266,1371,12,155.75
1995,TXHPD00,"Houston, TX",1734335,9222,12,531.73
1995,INIPD00,"Indianapolis, IN",373973,2086,10,557.79
1995,FL01602,"Jacksonville, FL",679148,2920,12,429.95
1995,MOKPD00,"Kansas City, MO",445549,3346,12,750.98
1995,NV00201,"Las Vegas, NV",793432,3712,12,467.84
1995,CA01941,"Long Beach, CA",436034,2774,12,636.19
1995,CA01900,"Los Angeles County, CA",970545,3657,12,376.8
1995,CA01942,"Los Angeles, CA",3466211,29134,12,840.51
1995,KY05680,"Louisville, KY",,,,
1995,TNMPD00,"Memphis, TN",623902,5779,12,926.27
1995,AZ00717,"Mesa, AZ",324654,507,12,156.17
1995,FL01300,"Miami-Dade County, FL",1098208,6406,12,583.31
1995,FL01306,"Miami, FL",378720,5676,12,1498.73
1995,WIMPD00,"Milwaukee, WI",622467,3650,12,586.38
1995,MN02711,"Minneapolis, MN",357709,3550,12,992.43
1995,MD01604,"Montgomery County, MD",794575,1015,12,127.74
1995,TN01901,"Nashville, TN",523681,2675,12,510.81
1995,NY02900,"Nassau County, NY",1025407,877,12,85.53
1995,LANPD00,"New Orleans, LA",487179,5349,12,1097.95
1995,NY03030,"New York City, NY",7319546,59278,12,809.86
1995,NJNPD00,"Newark, NJ",260232,5480,12,2105.81
1995,CA00109,"Oakland, CA",368771,3880,0,1052.14
1995,OK05506,"Oklahoma City, OK",466232,1603,12,343.82
1995,NB02802,"Omaha, NE",348089,808,12,232.12
1995,FL04804,"Orlando, FL",179649,1048,12,583.36
1995,PAPEP00,"Philadelphia, PA",1529848,13612,12,889.76
1995,AZ00723,"Phoenix, AZ",1085706,3693,12,340.15
1995,PAPPD00,"Pittsburgh, PA",354780,2077,12,585.43
1995,OR02602,"Portland, OR",458623,2298,12,501.07
1995,MD01721,"Prince George's County, MD",640535,3812,12,595.13
1995,NC09201,"Raleigh, NC",240891,648,12,269
1995,CA03404,"Sacramento, CA",375845,2129,12,566.46
1995,UT01803,"Salt Lake City, UT",175765,564,12,320.88
1995,TXSPD00,"San Antonio, TX",999900,2345,12,234.52
1995,CA03711,"San Diego, CA",1157771,3244,12,280.19
1995,CA03801,"San Francisco, CA",738371,6469,12,876.12
1995,CA04313,"San Jose, CA",822845,1209,12,146.93
1995,WASPD00,"Seattle, WA",529526,2213,12,417.92
1995,MOSPD00,"St. Louis, MO",371425,5136,12,1382.78
1995,NY05101,"Suffolk County, NY",1212776,957,5,78.91
1995,FL02902,"Tampa, FL",289882,2626,12,905.89
1995,AZ01003,"Tucson, AZ",449981,1192,12,264.9
1995,OK07205,"Tulsa, OK",377152,947,12,251.09
1995,VA12800,"Virginia Beach, VA",435959,479,12,109.87
1995,DCMPD00,"Washington, DC",554000,6864,12,1238.99
1995,KS08703,"Wichita, KS",311675,895,12,287.16
1995,,United States,,,,
1996,NM00101,"Albuquerque, NM",426736,1998,12,468.21
1996,TX22001,"Arlington, TX",298632,618,12,206.94
1996,GAAPD00,"Atlanta, GA",413123,4805,12,1163.09
1996,CO00101,"Aurora, CO",262168,559,12,213.22
1996,TX22701,"Austin, TX",537484,1376,12,256.01
1996,MD00301,"Baltimore County, MD",721218,2427,12,336.51
1996,MDBPD00,"Baltimore, MD",716446,10393,12,1450.63
1996,MA01301,"Boston, MA",552519,3470,12,628.03
1996,NY01401,"Buffalo, NY",313238,2623,12,837.38
1996,NC06001,"Charlotte, NC",554070,2594,12,468.17
1996,ILCPD00,"Chicago, IL",2754118,26860,12,975.27
1996,OHCIP00,"Cincinnati, OH",360457,1774,12,492.15
1996,OHCLP00,"Cleveland, OH",496049,4062,12,818.87
1996,OHCOP00,"Columbus, OH",640297,3318,12,518.2
1996,TXDPD00,"Dallas, TX",1060585,6122,12,577.23
1996,CODPD00,"Denver, CO",516224,1327,12,257.06
1996,MI82349,"Detroit, MI",1002299,9504,12,948.22
1996,TX07102,"El Paso, TX",602951,1195,12,198.19
1996,VA02901,"Fairfax County, VA",863918,487,12,56.37
1996,TX22012,"Fort Worth, TX",470254,1692,12,359.81
1996,CA01005,"Fresno, CA",392049,2087,12,532.33
1996,HI00200,"Honolulu, HI",878044,1421,12,161.84
1996,TXHPD00,"Houston, TX",1772143,8276,12,467.01
1996,INIPD00,"Indianapolis, IN",376531,2600,12,690.51
1996,FL01602,"Jacksonville, FL",690367,2792,12,404.42
1996,MOKPD00,"Kansas City, MO",448474,2881,12,642.4
1996,NV00201,"Las Vegas, NV",831303,3650,12,439.07
1996,CA01941,"Long Beach, CA",440023,2431,12,552.47
1996,CA01900,"Los Angeles County, CA",979425,3222,12,328.97
1996,CA01942,"Los Angeles, CA",3498139,25189,12,720.07
1996,KY05680,"Louisville, KY",,,,
1996,TNMPD00,"Memphis, TN",631626,5970,12,945.18
1996,AZ00717,"Mesa, AZ",340818,506,12,148.47
1996,FL01300,"Miami-Dade County, FL",1116511,6348,0,568.56
1996,FL01306,"Miami, FL",384976,5139,12,1334.89
1996,WIMPD00,"Milwaukee, WI",627139,3353,12,534.65
1996,MN02711,"Minneapolis, MN",361595,3242,12,896.58
1996,MD01604,"Montgomery County, MD",799302,983,12,122.98
1996,TN01901,"Nashville, TN",530059,2910,12,549
1996,NY02900,"Nassau County, NY",1028175,835,12,81.21
1996,LANPD00,"New Orleans, LA",488300,5700,12,1167.32
1996,NY03030,"New York City, NY",7339594,49672,12,676.77
1996,NJNPD00,"Newark, NJ",261909,4219,12,1610.86
1996,CA00109,"Oakland, CA",372145,3622,12,973.28
1996,OK05506,"Oklahoma City, OK",469632,1478,12,314.71
1996,NB02802,"Omaha, NE",350607,782,12,223.04
1996,FL04804,"Orlando, FL",182616,1080,12,591.4
1996,PAPEP00,"Philadelphia, PA",1528403,13188,12,862.86
1996,AZ00723,"Phoenix, AZ",1139793,3757,12,329.62
1996,PAPPD00,"Pittsburgh, PA",354308,1565,12,441.71
1996,OR02602,"Portland, OR",467906,2057,12,439.62
1996,MD01721,"Prince George's County, MD",644346,3466,12,537.91
1996,NC09201,"Raleigh, NC",245176,732,12,298.56
1996,CA03404,"Sacramento, CA",379283,1874,12,494.09
1996,UT01803,"Salt Lake City, UT",180180,591,12,328.01
1996,TXSPD00,"San Antonio, TX",1021477,2350,12,230.06
1996,CA03711,"San Diego, CA",1168364,2998,12,256.6
1996,CA03801,"San Francisco, CA",745127,5539,12,743.36
1996,CA04313,"San Jose, CA",830374,1098,12,132.23
1996,WASPD00,"Seattle, WA",539591,1963,12,363.79
1996,MOSPD00,"St. Louis, MO",374041,4086,12,1092.39
1996,NY05101,"Suffolk County, NY",1218234,946,12,77.65
1996,FL02902,"Tampa, FL",294670,2671,12,906.44
1996,AZ01003,"Tucson, AZ",472385,1288,12,272.66
1996,OK07205,"Tulsa, OK",379798,868,12,228.54
1996,VA12800,"Virginia Beach, VA",439851,455,12,103.44
1996,DCMPD00,"Washington, DC",543000,6444,12,1186.74
1996,KS08703,"Wichita, KS",312706,823,12,263.19
1996,,United States,,,,
1997,NM00101,"Albuquerque, NM",431027,1729,12,401.13
1997,TX22001,"Arlington, TX",303487,527,12,173.65
1997,GAAPD00,"Atlanta, GA",420865,4751,12,1128.87
1997,CO00101,"Aurora, CO",266967,501,12,187.66
1997,TX22701,"Austin, TX",546223,1284,12,235.07
1997,MD00301,"Baltimore County, MD",724348,2477,12,341.96
1997,MDBPD00,"Baltimore, MD",719587,8629,12,1199.16
1997,MA01301,"Boston, MA",555024,2728,12,491.51
1997,NY01401,"Buffalo, NY",312411,2195,12,702.6
1997,NC06001,"Charlotte, NC",562005,2716,12,483.27
1997,ILCPD00,"Chicago, IL",2765852,25289,12,914.33
1997,OHCIP00,"Cincinnati, OH",360875,,0,
1997,OHCLP00,"Cleveland, OH",496624,3837,12,772.62
1997,OHCOP00,"Columbus, OH",641338,3104,12,483.99
1997,TXDPD00,"Dallas, TX",1077829,5626,12,521.98
1997,CODPD00,"Denver, CO",525793,1253,12,238.31
1997,MI82349,"Detroit, MI",1021412,8208,12,803.59
1997,TX07102,"El Paso, TX",612754,1066,12,173.97
1997,VA02901,"Fairfax County, VA",871555,447,12,51.29
1997,TX22012,"Fort Worth, TX",477900,1402,12,293.37
1997,CA01005,"Fresno, CA",396843,1794,12,452.07
1997,HI00200,"Honolulu, HI",880272,1214,12,137.91
1997,TXHPD00,"Houston, TX",1801370,8146,12,452.21
1997,INIPD00,"Indianapolis, IN",378014,2750,12,727.49
1997,FL01602,"Jacksonville, FL",702545,2369,12,337.2
1997,MOKPD00,"Kansas City, MO",452070,2711,12,599.69
1997,NV00201,"Las Vegas, NV",869696,3745,10,430.61
1997,CA01941,"Long Beach, CA",445404,1849,12,415.13
1997,CA01900,"Los Angeles County, CA",991403,2721,12,274.46
1997,CA01942,"Los Angeles, CA",3541309,20506,12,579.05
1997,KY05680,"Louisville, KY",,,,
1997,TNMPD00,"Memphis, TN",637492,5240,12,821.97
1997,AZ00717,"Mesa, AZ",350592,450,12,128.35
1997,FL01300,"Miami-Dade County, FL",1136368,5273,12,464.02
1997,FL01306,"Miami, FL",391766,4517,12,1152.98
1997,WIMPD00,"Milwaukee, WI",628507,3553,12,565.31
1997,MN02711,"Minneapolis, MN",363932,3308,12,908.96
1997,MD01604,"Montgomery County, MD",802770,841,12,104.76
1997,TN01901,"Nashville, TN",531908,2583,12,485.61
1997,NY02900,"Nassau County, NY",1025460,752,12,73.33
1997,LANPD00,"New Orleans, LA",488509,3972,12,813.09
1997,NY03030,"New York City, NY",7320477,44708,12,610.73
1997,NJNPD00,"Newark, NJ",264270,3442,12,1302.46
1997,CA00109,"Oakland, CA",376696,3482,12,924.35
1997,OK05506,"Oklahoma City, OK",472046,1397,12,295.95
1997,NB02802,"Omaha, NE",351745,818,12,232.55
1997,FL04804,"Orlando, FL",185837,1262,12,679.09
1997,PAPEP00,"Philadelphia, PA",1524409,11938,12,783.12
1997,AZ00723,"Phoenix, AZ",1172538,3725,12,317.69
1997,PAPPD00,"Pittsburgh, PA",353248,1543,12,436.8
1997,OR02602,"Portland, OR",473696,1948,12,411.23
1997,MD01721,"Prince George's County, MD",647142,2813,12,434.68
1997,NC09201,"Raleigh, NC",248591,727,12,292.45
1997,CA03404,"Sacramento, CA",383921,1851,12,482.13
1997,UT01803,"Salt Lake City, UT",185553,620,12,334.14
1997,TXSPD00,"San Antonio, TX",1038086,2036,12,196.13
1997,CA03711,"San Diego, CA",1182653,2604,12,220.18
1997,CA03801,"San Francisco, CA",754239,4606,12,610.68
1997,CA04313,"San Jose, CA",840529,908,12,108.03
1997,WASPD00,"Seattle, WA",547209,2081,12,380.29
1997,MOSPD00,"St. Louis, MO",377221,3572,12,946.93
1997,NY05101,"Suffolk County, NY",1215017,893,10,73.5
1997,FL02902,"Tampa, FL",299867,2539,12,846.71
1997,AZ01003,"Tucson, AZ",485933,1446,12,297.57
1997,OK07205,"Tulsa, OK",381639,917,12,240.28
1997,VA12800,"Virginia Beach, VA",443844,515,12,116.03
1997,DCMPD00,"Washington, DC",529000,4499,12,850.47
1997,KS08703,"Wichita, KS",315690,890,12,281.92
1997,,United States,,,,
1998,NM00101,"Albuquerque, NM",422417,1693,12,400.79
1998,TX22001,"Arlington, TX",305948,506,12,165.39
1998,GAAPD00,"Atlanta, GA",414262,4658,12,1124.41
1998,CO00101,"Aurora, CO",262465,477,12,181.74
1998,TX22701,"Austin, TX",559758,1097,12,195.98
1998,MD00301,"Baltimore County, MD",726462,1876,12,258.24
1998,MDBPD00,"Baltimore, MD",662253,7687,12,1160.73
1998,MA01301,"Boston, MA",559631,2334,12,417.06
1998,NY01401,"Buffalo, NY",308648,1736,12,562.45
1998,NC06001,"Charlotte, NC",593078,2400,12,404.67
1998,ILCPD00,"Chicago, IL",2750917,23117,12,840.34
1998,OHCIP00,"Cincinnati, OH",344828,,0,
1998,OHCLP00,"Cleveland, OH",495516,3364,12,678.89
1998,OHCOP00,"Columbus, OH",661227,2615,12,395.48
1998,TXDPD00,"Dallas, TX",1087178,5878,12,540.67
1998,CODPD00,"Denver, CO",509343,1064,12,208.9
1998,MI82349,"Detroit, MI",999976,8558,12,855.82
1998,TX07102,"El Paso, TX",624510,823,12,131.78
1998,VA02901,"Fairfax County, VA",887432,383,12,43.16
1998,TX22012,"Fort Worth, TX",497830,1357,12,272.58
1998,CA01005,"Fresno, CA",404297,1394,12,344.8
1998,HI00200,"Honolulu, HI",874736,1052,12,120.26
1998,TXHPD00,"Houston, TX",1797157,7711,12,429.07
1998,INIPD00,"Indianapolis, IN",759689,2893,12,380.81
1998,FL01602,"Jacksonville, FL",703251,2051,12,291.65
1998,MOKPD00,"Kansas City, MO",447730,2661,12,594.33
1998,NV00201,"Las Vegas, NV",908596,3292,12,362.32
1998,CA01941,"Long Beach, CA",430018,1765,12,410.45
1998,CA01900,"Los Angeles County, CA",948423,2219,12,233.97
1998,CA01942,"Los Angeles, CA",3621680,15835,12,437.23
1998,KY05680,"Louisville, KY",,,,
1998,TNMPD00,"Memphis, TN",604242,4172,12,690.45
1998,AZ00717,"Mesa, AZ",364588,501,12,137.42
1998,FL01300,"Miami-Dade County, FL",1070656,4195,12,391.82
1998,FL01306,"Miami, FL",372949,3797,12,1018.1
1998,WIMPD00,"Milwaukee, WI",588339,2970,12,504.81
1998,MN02711,"Minneapolis, MN",362124,2371,12,654.75
1998,MD01604,"Montgomery County, MD",812755,712,12,87.6
1998,TN01901,"Nashville, TN",524124,2223,12,424.14
1998,NY02900,"Nassau County, NY",1031258,678,9,65.74
1998,LANPD00,"New Orleans, LA",471157,2965,12,629.3
1998,NY03030,"New York City, NY",7357745,39359,12,534.93
1998,NJNPD00,"Newark, NJ",269205,2846,12,1057.19
1998,CA00109,"Oakland, CA",376375,2651,12,704.35
1998,OK05506,"Oklahoma City, OK",463637,1272,12,274.35
1998,NB02802,"Omaha, NE",368258,948,12,257.43
1998,FL04804,"Orlando, FL",181527,1123,12,618.64
1998,PAPEP00,"Philadelphia, PA",1449419,11435,12,788.94
1998,AZ00723,"Phoenix, AZ",1225692,3764,12,307.09
1998,PAPPD00,"Pittsburgh, PA",354228,1578,12,445.48
1998,OR02602,"Portland, OR",488813,1639,12,335.3
1998,MD01721,"Prince George's County, MD",655302,2722,12,415.38
1998,NC09201,"Raleigh, NC",256084,802,12,313.18
1998,CA03404,"Sacramento, CA",384703,1689,12,439.04
1998,UT01803,"Salt Lake City, UT",178579,598,12,334.87
1998,TXSPD00,"San Antonio, TX",1100791,1780,12,161.7
1998,CA03711,"San Diego, CA",1205728,2121,12,175.91
1998,CA03801,"San Francisco, CA",741362,3927,12,529.7
1998,CA04313,"San Jose, CA",860211,901,12,104.74
1998,WASPD00,"Seattle, WA",538105,1728,12,321.13
1998,MOSPD00,"St. Louis, MO",344153,3500,12,1016.99
1998,NY05101,"Suffolk County, NY",1218627,853,4,70
1998,FL02902,"Tampa, FL",295027,2464,12,835.18
1998,AZ01003,"Tucson, AZ",467677,1485,12,317.53
1998,OK07205,"Tulsa, OK",386251,849,12,219.81
1998,VA12800,"Virginia Beach, VA",436205,489,12,112.1
1998,DCMPD00,"Washington, DC",523000,3606,12,689.48
1998,KS08703,"Wichita, KS",329179,795,12,241.51
1998,,United States,,,,
1999,NM00101,"Albuquerque, NM",420169,1667,12,396.75
1999,TX22001,"Arlington, TX",310910,546,12,175.61
1999,GAAPD00,"Atlanta, GA",411291,4072,12,990.05
1999,CO00101,"Aurora, CO",255938,455,12,177.78
1999,TX22701,"Austin, TX",560389,1002,12,178.8
1999,MD00301,"Baltimore County, MD",727051,1703,12,234.23
1999,MDBPD00,"Baltimore, MD",650588,7462,0,1146.96
1999,MA01301,"Boston, MA",557812,2467,12,442.26
1999,NY01401,"Buffalo, NY",301069,1473,12,489.26
1999,NC06001,"Charlotte, NC",604931,2517,12,416.08
1999,ILCPD00,"Chicago, IL",2821032,20210,12,716.4
1999,OHCIP00,"Cincinnati, OH",337815,1209,12,357.89
1999,OHCLP00,"Cleveland, OH",497903,3038,12,610.16
1999,OHCOP00,"Columbus, OH",673401,3026,12,449.36
1999,TXDPD00,"Dallas, TX",1091386,6357,12,582.47
1999,CODPD00,"Denver, CO",509624,1038,12,203.68
1999,MI82349,"Detroit, MI",975020,7823,12,802.34
1999,TX07102,"El Paso, TX",623888,715,12,114.6
1999,VA02901,"Fairfax County, VA",903902,258,8,28.54
1999,TX22012,"Fort Worth, TX",498883,1447,12,290.05
1999,CA01005,"Fresno, CA",403966,1268,12,313.89
1999,HI00200,"Honolulu, HI",866566,907,12,104.67
1999,TXHPD00,"Houston, TX",1812277,8350,12,460.75
1999,INIPD00,"Indianapolis, IN",759066,2598,12,342.26
1999,FL01602,"Jacksonville, FL",702462,1703,12,242.43
1999,MOKPD00,"Kansas City, MO",443992,2479,12,558.34
1999,NV00201,"Las Vegas, NV",922450,3121,12,338.34
1999,CA01941,"Long Beach, CA",437218,1566,12,358.17
1999,CA01900,"Los Angeles County, CA",1002101,2010,12,200.58
1999,CA01942,"Los Angeles, CA",3650138,14411,12,394.81
1999,KY05680,"Louisville, KY",,,,
1999,TNMPD00,"Memphis, TN",609851,3715,12,609.17
1999,AZ00717,"Mesa, AZ",368537,370,12,100.4
1999,FL01300,"Miami-Dade County, FL",1151382,3478,12,302.07
1999,FL01306,"Miami, FL",373450,3076,12,823.67
1999,WIMPD00,"Milwaukee, WI",580899,3134,12,539.51
1999,MN02711,"Minneapolis, MN",355949,2096,12,588.85
1999,MD01604,"Montgomery County, MD",828541,654,12,78.93
1999,TN01901,"Nashville, TN",522935,1960,12,374.81
1999,NY02900,"Nassau County, NY",1029565,815,0,79.16
1999,LANPD00,"New Orleans, LA",465828,2733,12,586.7
1999,NY03030,"New York City, NY",7429263,36091,12,485.8
1999,NJNPD00,"Newark, NJ",268348,2432,12,906.29
1999,CA00109,"Oakland, CA",371234,2190,12,589.92
1999,OK05506,"Oklahoma City, OK",473772,1064,12,224.58
1999,NB02802,"Omaha, NE",372364,960,12,257.81
1999,FL04804,"Orlando, FL",183547,1096,12,597.12
1999,PAPEP00,"Philadelphia, PA",1435382,11104,12,773.59
1999,AZ00723,"Phoenix, AZ",1225881,3819,12,311.53
1999,PAPPD00,"Pittsburgh, PA",347072,1581,12,455.53
1999,OR02602,"Portland, OR",508984,1418,12,278.59
1999,MD01721,"Prince George's County, MD",661415,2143,12,324
1999,NC09201,"Raleigh, NC",263008,739,12,280.98
1999,CA03404,"Sacramento, CA",410089,1450,12,353.58
1999,UT01803,"Salt Lake City, UT",177010,485,12,274
1999,TXSPD00,"San Antonio, TX",1130173,1674,12,148.12
1999,CA03711,"San Diego, CA",1238549,1812,12,146.3
1999,CA03801,"San Francisco, CA",756700,3475,12,459.23
1999,CA04313,"San Jose, CA",875840,726,12,82.89
1999,WASPD00,"Seattle, WA",542954,1642,12,302.42
1999,MOSPD00,"St. Louis, MO",340836,2792,12,819.16
1999,NY05101,"Suffolk County, NY",1235278,821,0,66.46
1999,FL02902,"Tampa, FL",292941,2321,12,792.31
1999,AZ01003,"Tucson, AZ",471286,1281,12,271.81
1999,OK07205,"Tulsa, OK",382673,887,12,231.79
1999,VA12800,"Virginia Beach, VA",437660,507,12,115.84
1999,DCMPD00,"Washington, DC",519000,3344,12,644.32
1999,KS08703,"Wichita, KS",332286,700,12,210.66
1999,,United States,,,,
2000,NM00101,"Albuquerque, NM",448607,1547,12,344.85
2000,TX22001,"Arlington, TX",332969,595,12,178.7
2000,GAAPD00,"Atlanta, GA",416474,4322,12,1037.76
2000,CO00101,"Aurora, CO",276393,473,12,171.13
2000,TX22701,"Austin, TX",656562,1005,12,153.07
2000,MD00301,"Baltimore County, MD",754292,1582,12,209.73
2000,MDBPD00,"Baltimore, MD",651154,6613,12,1015.58
2000,MA01301,"Boston, MA",589141,2451,12,416.03
2000,NY01401,"Buffalo, NY",292648,1555,12,531.36
2000,NC06001,"Charlotte, NC",625810,2651,12,423.61
2000,ILCPD00,"Chicago, IL",2896016,19345,12,667.99
2000,OHCIP00,"Cincinnati, OH",331285,1404,12,423.8
2000,OHCLP00,"Cleveland, OH",478403,3084,12,644.64
2000,OHCOP00,"Columbus, OH",711470,3098,12,435.44
2000,TXDPD00,"Dallas, TX",1188580,7046,12,592.81
2000,CODPD00,"Denver, CO",554636,1039,12,187.33
2000,MI82349,"Detroit, MI",951270,7868,12,827.1
2000,TX07102,"El Paso, TX",563662,731,12,129.69
2000,VA02901,"Fairfax County, VA",933641,107,12,11.46
2000,TX22012,"Fort Worth, TX",534694,1314,12,245.75
2000,CA01005,"Fresno, CA",427652,1304,12,304.92
2000,HI00200,"Honolulu, HI",876303,984,12,112.29
2000,TXHPD00,"Houston, TX",1953631,8256,12,422.6
2000,INIPD00,"Indianapolis, IN",793778,2551,12,321.37
2000,FL01602,"Jacksonville, FL",735617,2022,12,274.87
2000,MOKPD00,"Kansas City, MO",441545,2265,12,512.97
2000,NV00201,"Las Vegas, NV",1060541,3366,12,317.39
2000,CA01941,"Long Beach, CA",461522,1519,12,329.13
2000,CA01900,"Los Angeles County, CA",986997,1937,12,196.25
2000,CA01942,"Los Angeles, CA",3694820,15527,12,420.24
2000,KY05680,"Louisville, KY",,,,
2000,TNMPD00,"Memphis, TN",650100,4087,12,628.67
2000,AZ00717,"Mesa, AZ",396375,433,12,109.24
2000,FL01300,"Miami-Dade County, FL",1204294,3516,12,291.96
2000,FL01306,"Miami, FL",362470,3077,12,848.9
2000,WIMPD00,"Milwaukee, WI",596974,3021,12,506.05
2000,MN02711,"Minneapolis, MN",382618,1948,12,509.12
2000,MD01604,"Montgomery County, MD",856042,708,12,82.71
2000,TN01901,"Nashville, TN",553168,2250,12,406.75
2000,NY02900,"Nassau County, NY",1042131,705,0,67.65
2000,LANPD00,"New Orleans, LA",484674,2421,12,499.51
2000,NY03030,"New York City, NY",8008278,32558,12,406.55
2000,NJNPD00,"Newark, NJ",273546,1923,12,702.99
2000,CA00109,"Oakland, CA",399484,1929,12,482.87
2000,OK05506,"Oklahoma City, OK",506132,990,12,195.6
2000,NB02802,"Omaha, NE",390007,875,12,224.35
2000,FL04804,"Orlando, FL",185951,1044,12,561.44
2000,PAPEP00,"Philadelphia, PA",1517550,10425,12,686.96
2000,AZ00723,"Phoenix, AZ",1321045,3763,12,284.85
2000,PAPPD00,"Pittsburgh, PA",341247,1585,12,464.47
2000,OR02602,"Portland, OR",529121,1446,12,273.28
2000,MD01721,"Prince George's County, MD",680508,2540,12,373.25
2000,NC09201,"Raleigh, NC",276093,769,12,278.53
2000,CA03404,"Sacramento, CA",407018,1412,12,346.91
2000,UT01803,"Salt Lake City, UT",181743,576,12,316.93
2000,TXSPD00,"San Antonio, TX",1144646,1699,12,148.43
2000,CA03711,"San Diego, CA",1223400,1777,12,145.25
2000,CA03801,"San Francisco, CA",776733,3456,12,444.94
2000,CA04313,"San Jose, CA",894943,677,12,75.65
2000,WASPD00,"Seattle, WA",563374,1653,12,293.41
2000,MOSPD00,"St. Louis, MO",348189,3224,12,925.93
2000,NY05101,"Suffolk County, NY",1270508,899,0,70.76
2000,FL02902,"Tampa, FL",303447,2183,12,719.4
2000,AZ01003,"Tucson, AZ",486699,1444,12,296.69
2000,OK07205,"Tulsa, OK",393049,737,12,187.51
2000,VA12800,"Virginia Beach, VA",425257,451,12,106.05
2000,DCMPD00,"Washington, DC",572059,3553,12,621.09
2000,KS08703,"Wichita, KS",344284,595,12,172.82
2000,,United States,,,,
2001,NM00101,"Albuquerque, NM",451098,1610,12,356.91
2001,TX22001,"Arlington, TX",340525,687,12,201.75
2001,GAAPD00,"Atlanta, GA",426511,4341,12,1017.79
2001,CO00101,"Aurora, CO",283876,472,12,166.27
2001,TX22701,"Austin, TX",671462,1183,12,176.18
2001,MD00301,"Baltimore County, MD",765496,1723,12,225.08
2001,MDBPD00,"Baltimore, MD",660826,5747,12,869.67
2001,MA01301,"Boston, MA",591944,2523,12,426.22
2001,NY01401,"Buffalo, NY",293187,1600,12,545.73
2001,NC06001,"Charlotte, NC",636459,2996,12,470.73
2001,ILCPD00,"Chicago, IL",2910709,18433,12,633.28
2001,OHCIP00,"Cincinnati, OH",331880,2095,12,631.25
2001,OHCLP00,"Cleveland, OH",479263,3298,12,688.14
2001,OHCOP00,"Columbus, OH",712748,3364,12,471.98
2001,TXDPD00,"Dallas, TX",1215553,8330,12,685.28
2001,CODPD00,"Denver, CO",569653,1250,12,219.43
2001,MI82349,"Detroit, MI",956283,7096,12,742.04
2001,TX07102,"El Paso, TX",576453,775,12,134.44
2001,VA02901,"Fairfax County, VA",948050,173,12,18.25
2001,TX22012,"Fort Worth, TX",546828,1389,12,254.01
2001,CA01005,"Fresno, CA",435600,1362,12,312.67
2001,HI00200,"Honolulu, HI",885605,999,12,112.8
2001,TXHPD00,"Houston, TX",1997965,9921,12,496.56
2001,INIPD00,"Indianapolis, IN",798251,2787,12,349.14
2001,FL01602,"Jacksonville, FL",754679,2195,12,290.85
2001,MOKPD00,"Kansas City, MO",444267,2367,12,532.79
2001,NV00201,"Las Vegas, NV",1117763,3667,12,328.07
2001,CA01941,"Long Beach, CA",470099,1417,12,301.43
2001,CA01900,"Los Angeles County, CA",1005891,1910,12,189.88
2001,CA01942,"Los Angeles, CA",3763486,17166,12,456.12
2001,KY05680,"Louisville, KY",,,,
2001,TNMPD00,"Memphis, TN",655898,4343,12,662.15
2001,AZ00717,"Mesa, AZ",410026,452,12,110.24
2001,FL01300,"Miami-Dade County, FL",1235499,3260,12,263.86
2001,FL01306,"Miami, FL",371863,2719,12,731.18
2001,WIMPD00,"Milwaukee, WI",601229,2913,12,484.51
2001,MN02711,"Minneapolis, MN",386726,1943,12,502.42
2001,MD01604,"Montgomery County, MD",868758,818,12,94.16
2001,TN01901,"Nashville, TN",555059,2504,12,451.12
2001,NY02900,"Nassau County, NY",1041508,753,0,72.3
2001,LANPD00,"New Orleans, LA",484289,2778,12,573.62
2001,NY03030,"New York City, NY",8023018,28202,12,351.51
2001,NJNPD00,"Newark, NJ",275823,1837,12,666.01
2001,CA00109,"Oakland, CA",406908,2125,12,522.23
2001,OK05506,"Oklahoma City, OK",507517,1090,12,214.77
2001,NB02802,"Omaha, NE",390456,868,12,222.3
2001,FL04804,"Orlando, FL",190769,1086,12,569.27
2001,PAPEP00,"Philadelphia, PA",1518302,9604,12,632.55
2001,AZ00723,"Phoenix, AZ",1366542,4629,12,338.74
2001,PAPPD00,"Pittsburgh, PA",341414,1384,12,405.37
2001,OR02602,"Portland, OR",537081,1267,12,235.9
